category,sub_category,title,price,description,brand,sku,dimensions,image_url
Living Room,Media Consoles & TV Units,Kayan TV Unit With Spacious Open Shelves & Cabinet,"13,915 EGP",,Bastet,EsMeLu,W 200 x D 40 x H 48 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/CDYnpiHHHeEtsjD6av2sEZlzEzdGc9q8GtCAMxBi.webp
Living Room,Media Consoles & TV Units,Kelly TV Unit With Open Shelf and Drawers In Natural Wood,"33,623 EGP",,Essentials,EsTVKe5245,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/CZCAjzBdSAZO8CMBcKqSih5nxMDjPaheWkSwwkFS.jpg
Living Room,Media Consoles & TV Units,Kye Curved TV Unit – Storage Drawers & Shelf In Premium Wood,"31,246 EGP",,Essentials,EsTVCu16028,L 140 x D 40 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/X1Hh0VX2g5dWnxpcbCLmgRRILfOCzPSxvPJ2ecck.jpg
Living Room,Media Consoles & TV Units,Lager TV Unit With Shelving And Storage Cabinets,"56,656 EGP","A TV unit made from high-quality walnut veneer. This unit offers generous shelf space for displaying books, décor, or media accessories, along with spacious storage compartments to keep your essentials neatly organized.",Customized Products,EsTVLa12232,L 320 x H 220  x D 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/jpjymawLQPLyDBwUHgkCUPOVkYBAgiCZ7CCftukJ.jpg
Living Room,Media Consoles & TV Units,Large TV Unit With Upper Open Shelf & Drawers,"39,227 EGP",,Essentials,EsTVTV5040,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/l2sKEz6LocCnfQ2VbyBpVNqnnfp2IT6ulY8SFRkf.jpg
Living Room,Media Consoles & TV Units,Leaf Oak Wooden TV Unit – Premium Veneer Finish,"45,000 EGP","A TV unit made from natural oak wood, featuring four drawers with carved wooden fronts that add a luxurious touch while providing ideal storage for electronic devices, remotes, and routers. Suitable for salons, living rooms, and lounges.",Room No9,RoTVLe21157,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/J7I5YUfnWL1dNdTfdHXVG6DAPrBKAMPmmpXDs5P0.png
Living Room,Media Consoles & TV Units,Leil Beech Wood TV Unit with Brass Handles & Turned Legs,"40,410 EGP","A TV unit made from beech wood and oak veneer, featuring hand-carved wooden legs and round brass handles. The curved edges and smooth lines give it a modern and elegant appearance, with spacious storage behind the doors for organizing devices and accessories. Perfect for living rooms, salons, and lounges.",KENDA,KEMeLe28965,L 200 x W 50 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/3SOnHs6f2dVtrOcfneg4naCnZ00skKTZ2YzVX3jG.jpg
Living Room,Media Consoles & TV Units,Levante Natural Oak Veneer TV Unit With Solid Oak Shutter,"57,000 EGP",,,,,https://dkq2tfmdsh9ss.cloudfront.net/products/RqyMRuL9a1h6rsTTyVkCSfUKNltxIsSisQFnn8Qk.png
Living Room,Media Consoles & TV Units,Linza Beech Wood TV Unit With Oak Veneer,"10,080 EGP","This TV unit is carefully crafted from beech wood, plywood, and natural oak veneer. Designed to suit modern homes, it features a sleek and simple design with durable materials for long-lasting use. Ideal for organizing your electronic devices, it offers ample storage space with an elegant look that enhances any room.",Surur,SuTVOa21323,W 180 x D 40 x H 46 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/EmNnxGHJI7nNptjdGx0bhNGVqQnbA7wAz8VXWaal.jpg
Living Room,Media Consoles & TV Units,Liza Rustic TV Unit in Oak Veneer and Rattan,"22,400 EGP",,Essentials,EsTVTV14039,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/AaYKL1VKNilXcWUquym36Ojqls7wO3AAoyZ6I0LD.webp
Living Room,Media Consoles & TV Units,Luca Beech Wood TV Unit With Sleek Design,"9,840 EGP","A TV unit made from a combination of beech wood, plywood, and natural oak veneer. Perfect for organizing electronics, décor, or everyday essentials, making it both a practical and visually appealing piece.",Surur,SuTVLu24353,W 180 x D 40 x H 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/SEqIGDCHS2MNMSopy4Jui2iSprNnX9hEd4I8bOwL.jpg
Living Room,Media Consoles & TV Units,Maisy Wide TV Unit With Upper Open Shelf,"26,897 EGP",,Essentials,EsTVTV2638,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/663fmQmcU7aO4u4Ja4ijk1iIo5gWAYiZPFirPmsC.jpg
Living Room,Media Consoles & TV Units,Makan  Wall-Mounted TV Unit With Dual Storage Panels,"12,220 EGP",,Bastet,EsMeMo,W 180 x D 35 x  H 25 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/0yefEtMrhQFg6xuMgbTvL2e4x14RHOUMXWB7y7CV.webp
Living Room,Media Consoles & TV Units,Matching Lanes Wooden TV Unit,"20,250 EGP","This tv unit is crafted from a sturdy oak-veneered wooden structure, blending natural warmth with modern functionality. It features a spacious drawer equipped with a soft-close mechanism, providing practical storage while keeping a sleek and elegant look. Weighing 30 kg, it’s solid and stable, making it perfect for use as a bedside table, console, or compact storage unit in any living space. The oak veneer highlights rich, organic grain patterns that seamlessly fit into both contemporary and rustic interiors. To keep it looking its best, simply wipe it down with a soft, dry, or slightly damp cloth. Avoid exposing it to direct sunlight and moisture to prevent any discoloration or warping. Always use coasters to protect the surface from stains, and dust it regularly while polishing occasionally to maintain the natural wood finish.",Drowzy,DrMeMa31230,W 200 x D 45 x H 40 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/KiS4dxeLvevlVBnzc05BqDPoirXKOrWIA57cKuEu.jpg
Living Room,Media Consoles & TV Units,Memphis TV Unit,"6,593 EGP",,Bastet,BaMeMe31610,W 160 x H 45 x  D 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/zqRSGbHYCojbRqA4U62UlOGsEoz9t6mHfx6Qo7Vt.webp
Living Room,Media Consoles & TV Units,Merit TV Unit - Storage Units & Shelves - Durable Wood,"17,200 EGP","Transform your living room into an organized haven with the Merit tv unit—a stunning piece that beautifully merges functionality with elegance. Crafted from a combination of sturdy plywood and solid beech wood, and finished with a natural oak veneer, this unit brings warmth and texture to any room.  Featuring a mix of closed compartments and open shelves, it offers the perfect balance of tidy storage and easy access to your media essentials. The soft-close doors add a touch of sophistication, ensuring a smooth and quiet experience every time you use it.  Why It Works :  Ample design with shelves and cabinets to keep everything in order  Soft-close features for a high-quality, silent operation  Natural materials that combine durability with a classic aesthetic  Perfect for modern, Scandinavian, or neutral-themed spaces.  Quick Specs :   Materials : Plywood, beech wood, natural oak veneer  Features : Closed cabinets, open shelves, soft-close doors  Finish : Natural matte oak  Use : Living room, media unit",Surur,SuMeMe29795,W 220 x D 45 x H 52 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/QvOhMkZB9EUBSAEkYPhMnMQevGn8v7DrP1ApMa2e.png
Living Room,Media Consoles & TV Units,Metal Leaves TV Unit With Glass Doors & Spacious Top,"22,800 EGP",,,,,https://dkq2tfmdsh9ss.cloudfront.net/products/9GiUbDcZyfQaubknc9RLH9180DMNgJQ0avIn8C72.webp
Living Room,Media Consoles & TV Units,Minimalist Natural Oak TV Unit With Storage Drawers,"51,500 EGP","An elegant TV unit made from high-quality natural oak wood. It features multiple storage drawers, offering ample space to organize media devices and accessories. The sturdy structure and warm wood tones make this unit ideal for living rooms and lounges.",Spring Project,SpTVOa14357,W 200 x D 45 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/I7RG0JXNebIZjerB1uNyOwXXA33UCe0RcSvVsE3N.png
Living Room,Media Consoles & TV Units,Mobile Wooden TV Unit With Adjustable Backboard and Shelving,"22,800 EGP",,Customized Products,CuTVMo8415,W 110 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/iJkOaR5Z54VrXH0PJs2YL9vdubZlwCQyvm3mbmMw.jpg
Living Room,Media Consoles & TV Units,Mode Beech Wood TV Unit - 4 Drawers & 3 Shelves,"37,440 EGP","A TV unit crafted from beech wood with walnut veneer, supported by four straight square legs. Available in two walnut shades, it offers generous storage options—featuring four interior drawers on one side and three open shelves on the other. Each compartment is spacious enough to store electronic devices, accessories, or toys, making it both functional and stylish.",KENDA,KETVMo7943,W 250 x D 50 x H 55 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/tuJvtxBqO28GQVoW1JOtmfQg8yfzFfhjNpiTuw2x.jpg
Living Room,Media Consoles & TV Units,Modern 2-Shelf TV Unit – Sleek and Functional Design,"92,500 EGP","A floor-sitting TV unit featuring beautifully carved edges that add a touch of craftsmanship and elegance. Made from high-quality wood, it includes 2 shelves that offer spacious and organized storage, perfect for media devices, accessories, and décor.",Caravanserai,CaTV2 21680,W 280 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/Q7ydgpPfsk0voY2DdjDZzn22BT42P3b2eZhtXP04.png
Living Room,Media Consoles & TV Units,Modern Console,"22,000 EGP","Expertly crafted with Fiber Glass, the Modern Console boasts a sleek and modern design that adds a touch of aesthetic elegance to any space. Upgrade your home decor with this versatile and stylish piece.  Dimensions:  Height: 105cm  Length: 130cm  Width: 20cm",Kanso,KaMeMo30211,Dimensions:  Height: 105cm  Length: 130cm  Width: 20cm,https://dkq2tfmdsh9ss.cloudfront.net/products/pxjQn3QSeXsEwuiyTlBwqeKLF8qyvhuKJ6OSBIKG.jpg
Living Room,Media Consoles & TV Units,Modern Industrial TV Unit With Drawers,"12,196 EGP","A TV unit that combines natural wood with sturdy metal. The spacious drawers and open shelves offer versatile storage for your electronics, décor, and everyday essentials. Its durable construction ensures longevity, while the simple design easily complements modern interiors.",Hub Furniture,HuTVN-16350,"H 60cm	D 45cm	W 182cm",https://dkq2tfmdsh9ss.cloudfront.net/products/ihhFxZbxyLfknk8p0ngH3pYwnScbktxAJV7gvENg.jpg
Living Room,Media Consoles & TV Units,Modern Luxury TV Unit With Unique Sculptural Design,"17,815 EGP","Make a bold statement with this modern luxury tv unit, featuring a unique sculptural base and a stunning natural wood finish. This versatile piece is designed to elevate your living room, office, or entryway décor with its sleek curves and contemporary elegance. The unit is perfect for showcasing decorative accents, holding essentials, or serving as a standalone statement piece. With its smooth surface and eye-catching design, it seamlessly blends functionality with artistic flair.",Alcazar,AlTVT.15394,W 220 X D 45 X H 47 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/VwncB9JWW7zSfvcYBV3VvDMiKbITtcTKvWtIqMIB.jpg
Living Room,Media Consoles & TV Units,Modern TV Unit Featuring Golden Stainless Steel Handles,"26,900 EGP","A luxurious TV unit made from high-quality wood, featuring custom stainless steel handles in a gold finish. The unit combines both functionality and elegance, with wide shelves offering ideal storage space for all your media essentials. Designed to blend seamlessly with both modern and classic interiors.",THE LOFT Interiors,THTVTv24009,W 175 X D 45 X H 60 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/OWuojUs0oUO2SNSwM7JFTekkg1BV3KtQHYCuYmOS.jpg
Living Room,Media Consoles & TV Units,Modern TV Unit With Walnut Veneer & Matte Finish Drawers,"47,450 EGP","A carefully designed TV unit featuring fluted wooden cladding with natural walnut veneer, offering durability, stability, and a refined look. The open shelves provide practical storage and display space for your devices or decorative items. It also includes two floating drawers finished in matte polyurethane, adding both strength and elegance.",No Limits,NoTVTV21566,L 260 X W 51 X H 180 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/668d2d7bb25d9.jpg
Living Room,Media Consoles & TV Units,Modest TV Unit With Shelves - In Beech & Counter Wood,"5,200 EGP","A TV unit with shelves and generous storage space, made from engineered wood, beech wood, and natural oak veneer. Ideal for modern living rooms.",Surur,SuMeMo28877,W 120 X D 40 X H 57 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/Gj4syWmnJHuMYKnALs8K1Vv8HnCQwfTxQiS87Fxp.jpg
Living Room,Media Consoles & TV Units,MOGUE TV Unit With Ample Storage Space & Ribbed Design,"65,000 EGP","A TV unit with ample storage space and a distinctive ribbed design, crafted in an elegant wave-like shape. Designed to be placed in living rooms, lounges, or entertainment areas, it features spacious compartments and a wide top surface—perfect for organizing electronics and décor. Made from sturdy wood, combining functionality with visual appeal.",Eklego,EkTVMO16489,L 300 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/rL6HjaR4jptS0ViixC0qBYLN5A7hWpylefFBYpgi.jpg
Living Room,Media Consoles & TV Units,Moveable TV Unit,"31,823 EGP",Comes in a variety of wood finishes.,Customized Products,CuTVMo2080,W 130xD 40xH 100 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/XKsKFihaYjMqssX3xfPr2Iw9ukt2cSOqrdC4TUES.jpg
Living Room,Media Consoles & TV Units,Open TV Unit In Solid Wood - 2 Large Drawers,"39,600 EGP","This TV unit has a mix in materials, featuring body in veneer with solid wood in the top and drawers, it has 2 large drawers suitable for storage, the drawers can be moved around to fit the user preference, it also can feature up to 3 drawers.",Flitch And Grain,FlTVOp26829,W 200 x D 50 x H 55,https://dkq2tfmdsh9ss.cloudfront.net/products/zSqHt2Yh1G2dFbhSOfBoAJFuP9nWuyySt3i1jbyr.jpg
Living Room,Media Consoles & TV Units,Paige Curved Wall-Mounted TV Unit With Slatted Design,"16,825 EGP",,Essentials,EsTVCu15051,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/ktwdtMacSduE7zT7KTqRoiBzrBs5fibsYTThsERt.png
Living Room,Media Consoles & TV Units,Panda Push-to-Open Walnut TV Unit With Luxurious Marble Top,"40,600 EGP","A TV unit made from premium walnut veneer with a black Spanish marble top. Designed with push-to-open panels for a sleek and minimalist look, it also features open shelves for displaying decorative pieces. Ideal for organizing electronic devices, its durable construction and refined design ensure long-lasting use.",Esque,EsTVPa21475,L 240 X D 40 X H 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/9g4DB17Xz5ndR4wtVZy3bEu2qcT18wg6SDc5Gya5.jpg
Living Room,Media Consoles & TV Units,Poster TV Unit,"35,420 EGP","This chic TV unit boasts a sturdy block-board construction with a combination of beech and pine drawer fronts, creating a rich texture and a stylish layered wood appearance. Featuring open shelves and several storage drawers, it serves as both a practical and aesthetically pleasing addition to any modern living room.",Dokan Boutique,DoMePo30503,200 x 85 x 55 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/uZX9KcJ2bln1d7y9TvkOZXCVGkBEwOwwsW96gN6U.jpg
Living Room,Media Consoles & TV Units,Pyra Rustic TV Unit With Cane Panels,"48,500 EGP","A TV unit made from premium oak veneer with black cane-front panels. It features tapered wooden legs and offers ample storage space—perfect for organizing entertainment devices, routers, and remotes while adding a touch of elegance to your home décor. Durable and versatile, it suits both minimalist and eclectic interior styles.",Room No9,RoTVPy21175,W 190 X D 50 X H 65 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/26YvI0oxtxGOkZAvkHQOFL5fxPGhExywn5ZzUVsj.png
Living Room,Media Consoles & TV Units,Ravel TV Unit With 3 Drawers,"25,560 EGP","A stylish wooden TV unit with a clean rectangular block design, available in three oak shades—natural, medium, or dark. It features three spacious drawers, providing ample storage for electronic devices, toys, and other essentials, helping to keep your living room neat and organized.",KENDA,KETVRa8068,W 200 x D 40 x H 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/TpDp6b4xykTIxM5agVVEJGGcbbSLsTXymqOOMZ06.jpg
Living Room,Media Consoles & TV Units,Reclaimed T.V Unit with shelving,"39,780 EGP",,Customized Products,CuTVRe2641,W310,https://dkq2tfmdsh9ss.cloudfront.net/products/d9P6EaC7nqh5qGxa4cB6mDBhUPMbtOZk0PDykT6c.png
